date,country,sector,MtCO2 per day
24/04/2019,United States,International Aviation,0.201262
24/04/2019,United States,Power,3.59595
24/04/2019,United States,Residential,1.0282
25/04/2019,United States,Domestic Aviation,0.496281
25/04/2019,United States,Ground Transport,5.20354
25/04/2019,United States,Industry,2.96802
25/04/2019,United States,International Aviation,0.214704
25/04/2019,United States,Power,3.74622
25/04/2019,United States,Residential,1.00583
26/04/2019,United States,Domestic Aviation,0.478711
26/04/2019,United States,Ground Transport,5.21896
26/04/2019,United States,Industry,2.82829
26/04/2019,United States,International Aviation,0.21757
26/04/2019,United States,Power,3.56984
26/04/2019,United States,Residential,1.1094
27/04/2019,United States,Domestic Aviation,0.431684
27/04/2019,United States,Ground Transport,2.98971
27/04/2019,United States,Industry,2.63743
27/04/2019,United States,International Aviation,0.218822
27/04/2019,United States,Power,3.32895
27/04/2019,United States,Residential,1.73789
28/04/2019,United States,Domestic Aviation,0.416951
28/04/2019,United States,Ground Transport,4.14366
28/04/2019,United States,Industry,2.37815
28/04/2019,United States,International Aviation,0.225695
28/04/2019,United States,Power,3.00168
28/04/2019,United States,Residential,1.99025
29/04/2019,United States,Domestic Aviation,0.45617
29/04/2019,United States,Ground Transport,3.94679
29/04/2019,United States,Industry,2.475
29/04/2019,United States,International Aviation,0.217552
29/04/2019,United States,Power,3.12393
29/04/2019,United States,Residential,1.97698
30/04/2019,United States,Domestic Aviation,0.470028
30/04/2019,United States,Ground Transport,4.90851
30/04/2019,United States,Industry,2.93943
30/04/2019,United States,International Aviation,0.209112
30/04/2019,United States,Power,3.71013
30/04/2019,United States,Residential,1.73581
01/05/2019,United States,Domestic Aviation,0.477949
01/05/2019,United States,Ground Transport,5.10144
01/05/2019,United States,Industry,2.61544
01/05/2019,United States,International Aviation,0.207398
01/05/2019,United States,Power,3.86755
01/05/2019,United States,Residential,2.30067
02/05/2019,United States,Domestic Aviation,0.477983
02/05/2019,United States,Ground Transport,5.15112
02/05/2019,United States,Industry,2.66667
02/05/2019,United States,International Aviation,0.216558
02/05/2019,United States,Power,3.94332
02/05/2019,United States,Residential,1.96105
03/05/2019,United States,Domestic Aviation,0.487628
03/05/2019,United States,Ground Transport,5.16638
03/05/2019,United States,Industry,2.65452
03/05/2019,United States,International Aviation,0.216858
03/05/2019,United States,Power,3.92535
03/05/2019,United States,Residential,1.96485
04/05/2019,United States,Domestic Aviation,0.429397
04/05/2019,United States,Ground Transport,2.95959
04/05/2019,United States,Industry,2.66375
04/05/2019,United States,International Aviation,0.217983
04/05/2019,United States,Power,3.939
04/05/2019,United States,Residential,1.66914
05/05/2019,United States,Domestic Aviation,0.407704
05/05/2019,United States,Ground Transport,4.10192
05/05/2019,United States,Industry,2.44442
05/05/2019,United States,International Aviation,0.222852
05/05/2019,United States,Power,3.61466
05/05/2019,United States,Residential,1.47893
06/05/2019,United States,Domestic Aviation,0.455965
06/05/2019,United States,Ground Transport,3.90703
06/05/2019,United States,Industry,2.24581
06/05/2019,United States,International Aviation,0.222937
06/05/2019,United States,Power,3.32097
06/05/2019,United States,Residential,1.29357
07/05/2019,United States,Domestic Aviation,0.477341
07/05/2019,United States,Ground Transport,4.85906
07/05/2019,United States,Industry,2.52767
07/05/2019,United States,International Aviation,0.21311
07/05/2019,United States,Power,3.73777
07/05/2019,United States,Residential,1.53111
08/05/2019,United States,Domestic Aviation,0.467432
08/05/2019,United States,Ground Transport,5.10144
08/05/2019,United States,Industry,2.56382
08/05/2019,United States,International Aviation,0.205931
08/05/2019,United States,Power,3.79122
08/05/2019,United States,Residential,1.62478
09/05/2019,United States,Domestic Aviation,0.494755
09/05/2019,United States,Ground Transport,5.15112
09/05/2019,United States,Industry,2.50748
09/05/2019,United States,International Aviation,0.219026
09/05/2019,United States,Power,3.70791
09/05/2019,United States,Residential,1.686
10/05/2019,United States,Domestic Aviation,0.489765
10/05/2019,United States,Ground Transport,5.16638
10/05/2019,United States,Industry,2.55511
10/05/2019,United States,International Aviation,0.21959
10/05/2019,United States,Power,3.77835
10/05/2019,United States,Residential,2.03061
11/05/2019,United States,Domestic Aviation,0.424321
11/05/2019,United States,Ground Transport,2.95959
11/05/2019,United States,Industry,2.61566
11/05/2019,United States,International Aviation,0.223194
11/05/2019,United States,Power,3.86788
11/05/2019,United States,Residential,1.97558
12/05/2019,United States,Domestic Aviation,0.388904
12/05/2019,United States,Ground Transport,4.10192
12/05/2019,United States,Industry,2.28973
12/05/2019,United States,International Aviation,0.221913
12/05/2019,United States,Power,3.38591
12/05/2019,United States,Residential,2.42202
13/05/2019,United States,Domestic Aviation,0.447058
13/05/2019,United States,Ground Transport,3.90703
13/05/2019,United States,Industry,2.27056
13/05/2019,United States,International Aviation,0.220981
13/05/2019,United States,Power,3.35757
13/05/2019,United States,Residential,2.5065
14/05/2019,United States,Domestic Aviation,0.495105
14/05/2019,United States,Ground Transport,4.85906
14/05/2019,United States,Industry,2.51982
14/05/2019,United States,International Aviation,0.217707
14/05/2019,United States,Power,3.72616
14/05/2019,United States,Residential,2.21463
15/05/2019,United States,Domestic Aviation,0.49042
15/05/2019,United States,Ground Transport,5.10144
15/05/2019,United States,Industry,2.54821
15/05/2019,United States,International Aviation,0.213417
15/05/2019,United States,Power,3.76814
15/05/2019,United States,Residential,1.44725
16/05/2019,United States,Domestic Aviation,0.51014
16/05/2019,United States,Ground Transport,5.15112
16/05/2019,United States,Industry,2.56804
16/05/2019,United States,International Aviation,0.225686
16/05/2019,United States,Power,3.79747
16/05/2019,United States,Residential,0.828815
17/05/2019,United States,Domestic Aviation,0.515103
17/05/2019,United States,Ground Transport,5.16638
17/05/2019,United States,Industry,2.51743
17/05/2019,United States,International Aviation,0.227259
17/05/2019,United States,Power,3.72263
17/05/2019,United States,Residential,1.07337
18/05/2019,United States,Domestic Aviation,0.43692
18/05/2019,United States,Ground Transport,2.95959
18/05/2019,United States,Industry,2.50381
18/05/2019,United States,International Aviation,0.229868
18/05/2019,United States,Power,3.70249
18/05/2019,United States,Residential,1.25794
19/05/2019,United States,Domestic Aviation,0.430648
19/05/2019,United States,Ground Transport,4.10192
19/05/2019,United States,Industry,2.43722
19/05/2019,United States,International Aviation,0.228558
19/05/2019,United States,Power,3.60401
19/05/2019,United States,Residential,1.19319
20/05/2019,United States,Domestic Aviation,0.481072
20/05/2019,United States,Ground Transport,3.90703
20/05/2019,United States,Industry,2.47511
20/05/2019,United States,International Aviation,0.228868
20/05/2019,United States,Power,3.66004
20/05/2019,United States,Residential,1.56695
21/05/2019,United States,Domestic Aviation,0.500307
21/05/2019,United States,Ground Transport,4.85906
21/05/2019,United States,Industry,2.73564
21/05/2019,United States,International Aviation,0.218891
21/05/2019,United States,Power,4.04529
21/05/2019,United States,Residential,1.94635
22/05/2019,United States,Domestic Aviation,0.507909
22/05/2019,United States,Ground Transport,5.10144
22/05/2019,United States,Industry,2.54978
22/05/2019,United States,International Aviation,0.214211
22/05/2019,United States,Power,3.77046
22/05/2019,United States,Residential,1.38927
23/05/2019,United States,Domestic Aviation,0.507024
23/05/2019,United States,Ground Transport,5.15112
23/05/2019,United States,Industry,2.71809
23/05/2019,United States,International Aviation,0.229217
23/05/2019,United States,Power,4.01935
23/05/2019,United States,Residential,0.920947
24/05/2019,United States,Domestic Aviation,0.523726
24/05/2019,United States,Ground Transport,5.16638
24/05/2019,United States,Industry,2.87536
24/05/2019,United States,International Aviation,0.228854
24/05/2019,United States,Power,4.25191
24/05/2019,United States,Residential,0.865859
25/05/2019,United States,Domestic Aviation,0.453763
25/05/2019,United States,Ground Transport,2.95959
25/05/2019,United States,Industry,2.85759
25/05/2019,United States,International Aviation,0.228773
25/05/2019,United States,Power,4.22563
25/05/2019,United States,Residential,0.648714
26/05/2019,United States,Domestic Aviation,0.380418
26/05/2019,United States,Ground Transport,4.10192
26/05/2019,United States,Industry,2.67542
26/05/2019,United States,International Aviation,0.226218
26/05/2019,United States,Power,3.95625
26/05/2019,United States,Residential,0.6543
27/05/2019,United States,Domestic Aviation,0.424067
27/05/2019,United States,Ground Transport,3.90703
27/05/2019,United States,Industry,2.67656
27/05/2019,United States,International Aviation,0.223029
27/05/2019,United States,Power,3.95794
27/05/2019,United States,Residential,0.885241
28/05/2019,United States,Domestic Aviation,0.464801
28/05/2019,United States,Ground Transport,4.85906
28/05/2019,United States,Industry,2.64812
28/05/2019,United States,International Aviation,0.223503
28/05/2019,United States,Power,3.91588
28/05/2019,United States,Residential,0.923603
29/05/2019,United States,Domestic Aviation,0.481073
29/05/2019,United States,Ground Transport,5.10144
29/05/2019,United States,Industry,3.11753
29/05/2019,United States,International Aviation,0.212131
29/05/2019,United States,Power,4.61002
29/05/2019,United States,Residential,0.851176
30/05/2019,United States,Domestic Aviation,0.514213
30/05/2019,United States,Ground Transport,5.15112
30/05/2019,United States,Industry,3.16952
30/05/2019,United States,International Aviation,0.227015
30/05/2019,United States,Power,4.68689
30/05/2019,United States,Residential,0.547572
31/05/2019,United States,Domestic Aviation,0.52347
31/05/2019,United States,Ground Transport,5.16638
31/05/2019,United States,Industry,3.18959
31/05/2019,United States,International Aviation,0.23383
31/05/2019,United States,Power,4.71657
31/05/2019,United States,Residential,0.280017
01/06/2019,United States,Domestic Aviation,0.45353
01/06/2019,United States,Ground Transport,3.0612
01/06/2019,United States,Industry,2.83089
01/06/2019,United States,International Aviation,0.23209
01/06/2019,United States,Power,4.59512
01/06/2019,United States,Residential,1.32958
02/06/2019,United States,Domestic Aviation,0.425851
02/06/2019,United States,Ground Transport,4.24275
02/06/2019,United States,Industry,2.57155
02/06/2019,United States,International Aviation,0.23045
02/06/2019,United States,Power,4.17414
02/06/2019,United States,Residential,1.96685
03/06/2019,United States,Domestic Aviation,0.48013
03/06/2019,United States,Ground Transport,4.04117
03/06/2019,United States,Industry,2.56305
03/06/2019,United States,International Aviation,0.227727
03/06/2019,United States,Power,4.16035
03/06/2019,United States,Residential,3.23127
04/06/2019,United States,Domestic Aviation,0.505972
04/06/2019,United States,Ground Transport,5.02589
04/06/2019,United States,Industry,2.68549
04/06/2019,United States,International Aviation,0.22236
04/06/2019,United States,Power,4.35909
04/06/2019,United States,Residential,2.62683
05/06/2019,United States,Domestic Aviation,0.498147
05/06/2019,United States,Ground Transport,5.27658
05/06/2019,United States,Industry,2.72014
05/06/2019,United States,International Aviation,0.217763
05/06/2019,United States,Power,4.41534
05/06/2019,United States,Residential,0.763254
06/06/2019,United States,Domestic Aviation,0.52229
06/06/2019,United States,Ground Transport,5.32797
06/06/2019,United States,Industry,2.9865
06/06/2019,United States,International Aviation,0.232472
06/06/2019,United States,Power,4.8477
06/06/2019,United States,Residential,1.15664
07/06/2019,United States,Domestic Aviation,0.527003
07/06/2019,United States,Ground Transport,5.34376
07/06/2019,United States,Industry,2.97216
07/06/2019,United States,International Aviation,0.235772
07/06/2019,United States,Power,4.82442
07/06/2019,United States,Residential,1.3515
08/06/2019,United States,Domestic Aviation,0.46647
